case=A655_B32768 rows=100000000 reference=BitsetAVX
artifact,backend,cardinality,fnv1a64,exact
A,BitsetAVX,999453,755592524fb56e6a,REFERENCE
A,DDC,999453,755592524fb56e6a,PASS
A,CRoaring,999453,755592524fb56e6a,PASS
A,WAH,999453,755592524fb56e6a,PASS
A,EWAH,999453,755592524fb56e6a,PASS
A,Concise,999453,755592524fb56e6a,PASS
B,BitsetAVX,50000004,ddb674307c15bf77,REFERENCE
B,DDC,50000004,ddb674307c15bf77,PASS
B,CRoaring,50000004,ddb674307c15bf77,PASS
B,WAH,50000004,ddb674307c15bf77,PASS
B,EWAH,50000004,ddb674307c15bf77,PASS
B,Concise,50000004,ddb674307c15bf77,PASS
OR,BitsetAVX,50499833,54200c355b5b675c,REFERENCE
OR,DDC,50499833,54200c355b5b675c,PASS
OR,CRoaring,50499833,54200c355b5b675c,PASS
OR,WAH,50499833,54200c355b5b675c,PASS
OR,EWAH,50499833,54200c355b5b675c,PASS
OR,Concise,50499833,54200c355b5b675c,PASS
ALL_EXACT_MATCH
  [Breakdown] DDC   L1=25.59 MiB  L2=1.50 MiB  L3=0.45 MiB  L4=0.09 MiB  total=27.64 MiB
