case=A66_B26214 rows=100000000 reference=BitsetAVX
artifact,backend,cardinality,fnv1a64,exact
A,BitsetAVX,100706,56ac1b9d9db74e4d,REFERENCE
A,DDC,100706,56ac1b9d9db74e4d,PASS
A,CRoaring,100706,56ac1b9d9db74e4d,PASS
A,WAH,100706,56ac1b9d9db74e4d,PASS
A,EWAH,100706,56ac1b9d9db74e4d,PASS
A,Concise,100706,56ac1b9d9db74e4d,PASS
B,BitsetAVX,39999373,40d88df1649aae15,REFERENCE
B,DDC,39999373,40d88df1649aae15,PASS
B,CRoaring,39999373,40d88df1649aae15,PASS
B,WAH,39999373,40d88df1649aae15,PASS
B,EWAH,39999373,40d88df1649aae15,PASS
B,Concise,39999373,40d88df1649aae15,PASS
OR,BitsetAVX,40059632,18ba690f1f765963,REFERENCE
OR,DDC,40059632,18ba690f1f765963,PASS
OR,CRoaring,40059632,18ba690f1f765963,PASS
OR,WAH,40059632,18ba690f1f765963,PASS
OR,EWAH,40059632,18ba690f1f765963,PASS
OR,Concise,40059632,18ba690f1f765963,PASS
ALL_EXACT_MATCH
  [Breakdown] DDC   L1=23.63 MiB  L2=0.56 MiB  L3=0.40 MiB  L4=0.09 MiB  total=24.69 MiB
