case=A66_B3277 rows=100000000 reference=BitsetAVX
artifact,backend,cardinality,fnv1a64,exact
A,BitsetAVX,100706,56ac1b9d9db74e4d,REFERENCE
A,DDC,100706,56ac1b9d9db74e4d,PASS
A,CRoaring,100706,56ac1b9d9db74e4d,PASS
A,WAH,100706,56ac1b9d9db74e4d,PASS
A,EWAH,100706,56ac1b9d9db74e4d,PASS
A,Concise,100706,56ac1b9d9db74e4d,PASS
B,BitsetAVX,5000323,37a2c58825a8d3f1,REFERENCE
B,DDC,5000323,37a2c58825a8d3f1,PASS
B,CRoaring,5000323,37a2c58825a8d3f1,PASS
B,WAH,5000323,37a2c58825a8d3f1,PASS
B,EWAH,5000323,37a2c58825a8d3f1,PASS
B,Concise,5000323,37a2c58825a8d3f1,PASS
OR,BitsetAVX,5096027,b1499010d4dfdc7e,REFERENCE
OR,DDC,5096027,b1499010d4dfdc7e,PASS
OR,CRoaring,5096027,b1499010d4dfdc7e,PASS
OR,WAH,5096027,b1499010d4dfdc7e,PASS
OR,EWAH,5096027,b1499010d4dfdc7e,PASS
OR,Concise,5096027,b1499010d4dfdc7e,PASS
ALL_EXACT_MATCH
  [Breakdown] DDC   L1=8.22 MiB  L2=3.05 MiB  L3=0.25 MiB  L4=0.09 MiB  total=11.61 MiB
