case=A66_B328 rows=100000000 reference=BitsetAVX
artifact,backend,cardinality,fnv1a64,exact
A,BitsetAVX,100706,56ac1b9d9db74e4d,REFERENCE
A,DDC,100706,56ac1b9d9db74e4d,PASS
A,CRoaring,100706,56ac1b9d9db74e4d,PASS
A,WAH,100706,56ac1b9d9db74e4d,PASS
A,EWAH,100706,56ac1b9d9db74e4d,PASS
A,Concise,100706,56ac1b9d9db74e4d,PASS
B,BitsetAVX,500481,8354e36188274524,REFERENCE
B,DDC,500481,8354e36188274524,PASS
B,CRoaring,500481,8354e36188274524,PASS
B,WAH,500481,8354e36188274524,PASS
B,EWAH,500481,8354e36188274524,PASS
B,Concise,500481,8354e36188274524,PASS
OR,BitsetAVX,600699,d957ea3334a92a70,REFERENCE
OR,DDC,600699,d957ea3334a92a70,PASS
OR,CRoaring,600699,d957ea3334a92a70,PASS
OR,WAH,600699,d957ea3334a92a70,PASS
OR,EWAH,600699,d957ea3334a92a70,PASS
OR,Concise,600699,d957ea3334a92a70,PASS
ALL_EXACT_MATCH
  [Breakdown] DDC   L1=1.13 MiB  L2=1.01 MiB  L3=0.49 MiB  L4=0.09 MiB  total=2.72 MiB
