case=A655_B13107 rows=100000000 reference=BitsetAVX
artifact,backend,cardinality,fnv1a64,exact
A,BitsetAVX,999453,755592524fb56e6a,REFERENCE
A,DDC,999453,755592524fb56e6a,PASS
A,CRoaring,999453,755592524fb56e6a,PASS
A,WAH,999453,755592524fb56e6a,PASS
A,EWAH,999453,755592524fb56e6a,PASS
A,Concise,999453,755592524fb56e6a,PASS
B,BitsetAVX,19999673,f8a225600fdf6ee5,REFERENCE
B,DDC,19999673,f8a225600fdf6ee5,PASS
B,CRoaring,19999673,f8a225600fdf6ee5,PASS
B,WAH,19999673,f8a225600fdf6ee5,PASS
B,EWAH,19999673,f8a225600fdf6ee5,PASS
B,Concise,19999673,f8a225600fdf6ee5,PASS
OR,BitsetAVX,20798394,a7a1b6e613004931,REFERENCE
OR,DDC,20798394,a7a1b6e613004931,PASS
OR,CRoaring,20798394,a7a1b6e613004931,PASS
OR,WAH,20798394,a7a1b6e613004931,PASS
OR,EWAH,20798394,a7a1b6e613004931,PASS
OR,Concise,20798394,a7a1b6e613004931,PASS
ALL_EXACT_MATCH
  [Breakdown] DDC   L1=21.68 MiB  L2=3.71 MiB  L3=0.70 MiB  L4=0.09 MiB  total=26.18 MiB
