case=A66_B1311 rows=100000000 reference=BitsetAVX
artifact,backend,cardinality,fnv1a64,exact
A,BitsetAVX,100706,56ac1b9d9db74e4d,REFERENCE
A,DDC,100706,56ac1b9d9db74e4d,PASS
A,CRoaring,100706,56ac1b9d9db74e4d,PASS
A,WAH,100706,56ac1b9d9db74e4d,PASS
A,EWAH,100706,56ac1b9d9db74e4d,PASS
A,Concise,100706,56ac1b9d9db74e4d,PASS
B,BitsetAVX,2000427,0afab756d7abbabc,REFERENCE
B,DDC,2000427,0afab756d7abbabc,PASS
B,CRoaring,2000427,0afab756d7abbabc,PASS
B,WAH,2000427,0afab756d7abbabc,PASS
B,EWAH,2000427,0afab756d7abbabc,PASS
B,Concise,2000427,0afab756d7abbabc,PASS
OR,BitsetAVX,2099110,4d64b6ba9a127590,REFERENCE
OR,DDC,2099110,4d64b6ba9a127590,PASS
OR,CRoaring,2099110,4d64b6ba9a127590,PASS
OR,WAH,2099110,4d64b6ba9a127590,PASS
OR,EWAH,2099110,4d64b6ba9a127590,PASS
OR,Concise,2099110,4d64b6ba9a127590,PASS
ALL_EXACT_MATCH
  [Breakdown] DDC   L1=3.75 MiB  L2=2.35 MiB  L3=0.49 MiB  L4=0.09 MiB  total=6.69 MiB
