case=A655_B6554 rows=100000000 reference=BitsetAVX
artifact,backend,cardinality,fnv1a64,exact
A,BitsetAVX,999453,755592524fb56e6a,REFERENCE
A,DDC,999453,755592524fb56e6a,PASS
A,CRoaring,999453,755592524fb56e6a,PASS
A,WAH,999453,755592524fb56e6a,PASS
A,EWAH,999453,755592524fb56e6a,PASS
A,Concise,999453,755592524fb56e6a,PASS
B,BitsetAVX,10000600,b999a39dac6f9c72,REFERENCE
B,DDC,10000600,b999a39dac6f9c72,PASS
B,CRoaring,10000600,b999a39dac6f9c72,PASS
B,WAH,10000600,b999a39dac6f9c72,PASS
B,EWAH,10000600,b999a39dac6f9c72,PASS
B,Concise,10000600,b999a39dac6f9c72,PASS
OR,BitsetAVX,10900091,047d8403d02d9782,REFERENCE
OR,DDC,10900091,047d8403d02d9782,PASS
OR,CRoaring,10900091,047d8403d02d9782,PASS
OR,WAH,10900091,047d8403d02d9782,PASS
OR,EWAH,10900091,047d8403d02d9782,PASS
OR,Concise,10900091,047d8403d02d9782,PASS
ALL_EXACT_MATCH
  [Breakdown] DDC   L1=15.42 MiB  L2=4.36 MiB  L3=0.40 MiB  L4=0.09 MiB  total=20.28 MiB
